,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Min Ver,Max Ver
146,Free Book Reader,BOOKS_AND_REFERENCE,3.4,1680,4.0,100000.0,Free,0.0,Everyone,['Books & Reference'],"August 20, 2016",3.05.0,4.0.3,4.0.3,
147,eBoox new: Reader for fb2 epub zip books,BOOKS_AND_REFERENCE,4.9,2739,21.0,50000.0,Free,0.0,Everyone,['Books & Reference'],"July 17, 2018",2.0.0,3.0.0,3.0.0,
148,"Only 30 days in English, the guideline is guaranteed",BOOKS_AND_REFERENCE,4.6,1065,2.3,500000.0,Free,0.0,Everyone,['Books & Reference'],"June 16, 2018",1.5.0,3.0.0,3.0.0,
149,SH-02J Owner's Manual (Android 8.0),BOOKS_AND_REFERENCE,4.346067415730337,2,7.2,50000.0,Free,0.0,Everyone,['Books & Reference'],"June 15, 2018",3.0.0,6.0.0,6.0.0,
150,English-Myanmar Dictionary,BOOKS_AND_REFERENCE,4.4,8788,10.0,1000000.0,Free,0.0,Everyone,['Books & Reference'],"July 28, 2018",2.5.3,4.0.0,4.0.0,
151,Golden Dictionary (EN-AR),BOOKS_AND_REFERENCE,4.4,51269,6.1,1000000.0,Free,0.0,Everyone,['Books & Reference'],"July 19, 2018",7.0.4.6,4.2.0,4.2.0,
152,All Language Translator Free,BOOKS_AND_REFERENCE,4.4,30105,2.1,1000000.0,Free,0.0,Everyone,['Books & Reference'],"July 29, 2018",1.15.0,4.0.3,4.0.3,
153,Azpen eReader,BOOKS_AND_REFERENCE,3.5,156,42.0,500000.0,Free,0.0,Everyone,['Books & Reference'],"February 15, 2018",3.1.7.9,2.2.0,2.2.0,
154,URBANO V 02 instruction manual,BOOKS_AND_REFERENCE,4.346067415730337,114,7.3,100000.0,Free,0.0,Everyone,['Books & Reference'],"August 7, 2015",1.1.0,5.1.0,5.1.0,
155,English Dictionary - Offline,BOOKS_AND_REFERENCE,4.4,341157,30.0,10000000.0,Free,0.0,Everyone 10+,['Books & Reference'],"March 20, 2018",3.9.1,4.2.0,4.2.0,
156,ADP Mobile Solutions,BUSINESS,4.3,85185,29.0,5000000.0,Free,0.0,Everyone,['Business'],"July 17, 2018",3.4.2,5.0.0,5.0.0,
157,OfficeSuite : Free Office + PDF Editor,BUSINESS,4.3,1002861,35.0,100000000.0,Free,0.0,Everyone,['Business'],"August 2, 2018",9.7.14188,4.1.0,4.1.0,
158,USPS MOBILE®,BUSINESS,3.9,16589,9.1,1000000.0,Free,0.0,Everyone,['Business'],"June 14, 2018",4.9.10,4.0.3,4.0.3,
159,Job Search by ZipRecruiter,BUSINESS,4.8,148945,25.0,1000000.0,Free,0.0,Everyone,['Business'],"July 19, 2018",5.2.8,5.0.0,5.0.0,
160,Curriculum vitae App CV Builder Free Resume Maker,BUSINESS,4.5,4458,3.9,500000.0,Free,0.0,Everyone,['Business'],"July 8, 2018",3.3.0,4.1.0,4.1.0,
161,Google Primer,BUSINESS,4.4,62272,18.0,10000000.0,Free,0.0,Everyone,['Business'],"June 26, 2018",3.550.2,4.1.0,4.1.0,
162,Alba Heaven - Alvarez Job Portal Services,BUSINESS,4.0,8941,12.0,5000000.0,Free,0.0,Everyone,['Business'],"July 31, 2018",4.6.30,4.0.3,4.0.3,
163,SuperLivePro,BUSINESS,4.3,46353,21.0,1000000.0,Free,0.0,Everyone,['Business'],"April 13, 2016",2.8.0,1.5.0,1.5.0,
164,Polaris Office for LG,BUSINESS,4.2,30847,55.0,5000000.0,Free,0.0,Everyone,['Business'],"February 8, 2018",7.3.21,4.1.0,4.1.0,
165,Call Blocker,BUSINESS,4.6,188841,3.2,5000000.0,Free,0.0,Everyone,['Business'],"June 21, 2018",1.1.13,4.0.0,4.0.0,
166,Plugin:AOT v5.0,BUSINESS,3.1,4034,0.0224609375,100000.0,Free,0.0,Everyone,['Business'],"September 11, 2015",3.0.1.11 ( 311),2.2.0,2.2.0,
167,Kariyer.net,BUSINESS,3.9,45964,16.0,1000000.0,Free,0.0,Everyone,['Business'],"July 18, 2018",5.1.5,4.1.0,4.1.0,
168,Become a Job - Find a job or advertise,BUSINESS,4.1,6903,14.0,1000000.0,Free,0.0,Everyone,['Business'],"July 10, 2018",2.3.6,4.1.0,4.1.0,
169,ZOOM Cloud Meetings,BUSINESS,4.4,31614,37.0,10000000.0,Free,0.0,Everyone,['Business'],"July 20, 2018",4.1.28165.0716,4.0.0,4.0.0,
170,"IndiaMART: Search Products, Buy, Sell & Trade",BUSINESS,4.5,207372,11.0,5000000.0,Free,0.0,Everyone,['Business'],"August 2, 2018",12.2.4,4.0.0,4.0.0,
171,ViettelPost express delivery,BUSINESS,4.4,1225,25.0,100000.0,Free,0.0,Everyone,['Business'],"August 1, 2018",1.0.6.8,4.1.0,4.1.0,
172,MyASUS - Service Center,BUSINESS,4.4,380837,7.3,10000000.0,Free,0.0,Everyone,['Business'],"July 4, 2018",3.4.5,4.2.0,4.2.0,
173,Job Korea - Career Jobs,BUSINESS,4.3,10600,6.5,1000000.0,Free,0.0,Everyone,['Business'],"August 1, 2018",2.5.6,4.0.0,4.0.0,
174,"104 Looking for a job - looking for a job, looking for a job, looking for a part-time job, health checkup, resume, treatment room",BUSINESS,4.4,74359,25.0,1000000.0,Free,0.0,Everyone,['Business'],"July 27, 2018",1.12.5,4.0.0,4.0.0,
175,Myanmar 2D/3D,BUSINESS,4.6,822,3.1,100000.0,Free,0.0,Everyone,['Business'],"June 8, 2018",1.5.0,4.0.3,4.0.3,
176,sABN,BUSINESS,4.4,2287,1.5,1000000.0,Free,0.0,Everyone,['Business'],"March 26, 2018",4.9.0,2.2.0,2.2.0,
177,ATI Cargoes and Transportation,BUSINESS,4.7,4162,7.5,100000.0,Free,0.0,Everyone,['Business'],"July 24, 2018",0.9.4,4.0.3,4.0.3,
178,Secure Folder,BUSINESS,3.8,14760,8.6,50000000.0,Free,0.0,Everyone,['Business'],"January 31, 2018",1.1.07.6,7.0.0,7.0.0,
179,Y! Mobile menu,BUSINESS,4.121452145214521,9,1.2,100000.0,Free,0.0,Everyone,['Business'],"April 9, 2018",1.0.5,6.0.0,6.0.0,
180,Tiny Scanner - PDF Scanner App,BUSINESS,4.7,286897,39.0,10000000.0,Free,0.0,Everyone,['Business'],"May 30, 2017",1.2.6,3.0.0,3.0.0,
181,Fast Scanner : Free PDF Scan,BUSINESS,4.5,103755,14.0,10000000.0,Free,0.0,Everyone,['Business'],"July 11, 2018",3.9.2,4.1.0,4.1.0,
182,Mobile Doc Scanner (MDScan) Lite,BUSINESS,4.2,46505,19.0,1000000.0,Free,0.0,Everyone,['Business'],"August 2, 2018",3.4.49,4.1.0,4.1.0,
183,TurboScan: scan documents and receipts in PDF,BUSINESS,4.7,11442,6.8,100000.0,Paid,4.99,Everyone,['Business'],"March 25, 2018",1.5.2,4.0.0,4.0.0,
184,Tiny Scanner Pro: PDF Doc Scan,BUSINESS,4.8,10295,39.0,100000.0,Paid,4.99,Everyone,['Business'],"April 11, 2017",3.4.6,3.0.0,3.0.0,
185,Zenefits,BUSINESS,4.2,296,14.0,50000.0,Free,0.0,Everyone,['Business'],"June 15, 2018",3.2.1,4.1.0,4.1.0,
186,Google Ads,BUSINESS,4.3,29313,20.0,5000000.0,Free,0.0,Everyone,['Business'],"July 30, 2018",1.12.0,4.0.3,4.0.3,
187,FreshBooks Classic,BUSINESS,4.1,1802,26.0,100000.0,Free,0.0,Everyone,['Business'],"April 18, 2018",1.7.14,4.2.0,4.2.0,
188,Insightly CRM,BUSINESS,3.8,1383,51.0,100000.0,Free,0.0,Everyone,['Business'],"July 12, 2018",3.24.1,5.0.0,5.0.0,
189,QuickBooks Accounting: Invoicing & Expenses,BUSINESS,4.3,23175,41.0,1000000.0,Free,0.0,Everyone,['Business'],"July 13, 2018",18.7.0,4.1.0,4.1.0,
190,HipChat - Chat Built for Teams,BUSINESS,3.8,5868,20.0,500000.0,Free,0.0,Everyone,['Business'],"July 3, 2018",3.19.005,4.1.0,4.1.0,
191,"MailChimp - Email, Marketing Automation",BUSINESS,4.1,5448,12.0,500000.0,Free,0.0,Everyone,['Business'],"July 25, 2018",4.9.1,5.0.0,5.0.0,
192,Crew - Free Messaging and Scheduling,BUSINESS,4.6,4159,48.0,500000.0,Free,0.0,Everyone,['Business'],"July 20, 2018",6.1.2,4.0.3,4.0.3,
193,Asana: organize team projects,BUSINESS,4.3,20815,10.0,1000000.0,Free,0.0,Everyone,['Business'],"July 26, 2018",6.4.4,5.0.0,5.0.0,
194,Google Analytics,BUSINESS,4.5,78662,22.0,1000000.0,Free,0.0,Everyone,['Business'],"February 13, 2018",3.7.5,4.4.0,4.4.0,
195,AdWords Express,BUSINESS,4.1,7149,11.0,1000000.0,Free,0.0,Everyone,['Business'],"July 31, 2018",2.6.158,4.0.0,4.0.0,
196,Accounting App - Zoho Books,BUSINESS,4.5,3079,8.5,100000.0,Free,0.0,Everyone,['Business'],"August 2, 2018",5.20.7,4.1.0,4.1.0,
197,Invoice & Time Tracking - Zoho,BUSINESS,4.6,5800,8.6,100000.0,Free,0.0,Everyone,['Business'],"August 2, 2018",5.20.7,4.1.0,4.1.0,
198,Invoice 2go — Professional Invoices and Estimates,BUSINESS,4.2,16422,28.0,1000000.0,Free,0.0,Everyone,['Business'],"August 1, 2018",10.46.2,4.1.0,4.1.0,
199,Cisco Webex Meetings,BUSINESS,4.4,108741,28.0,10000000.0,Free,0.0,Everyone,['Business'],"July 20, 2018",11.1.0,4.3.0,4.3.0,
200,ZOOM Cloud Meetings,BUSINESS,4.4,31614,37.0,10000000.0,Free,0.0,Everyone,['Business'],"July 20, 2018",4.1.28165.0716,4.0.0,4.0.0,
201,ScreenMeet. Easy Phone Meeting,BUSINESS,4.0,624,9.0,100000.0,Free,0.0,Everyone,['Business'],"March 22, 2018",1.2.287,5.0.0,5.0.0,
202,Cisco Webex Teams,BUSINESS,4.2,1661,46.0,100000.0,Free,0.0,Everyone,['Business'],"August 2, 2018",3.0.4651,4.4.0,4.4.0,
203,Start Meeting,BUSINESS,4.1,308,14.0,50000.0,Free,0.0,Everyone,['Business'],"May 29, 2018",3.1.4.0,4.0.3,4.0.3,
204,ClickMeeting Webinars,BUSINESS,3.8,5211,26.0,1000000.0,Free,0.0,Everyone,['Business'],"July 30, 2018",3.3.0,4.0.0,4.0.0,
205,BlueJeans for Android,BUSINESS,3.9,1058,23.0,500000.0,Free,0.0,Everyone,['Business'],"June 29, 2018",2.22.397,5.0.0,5.0.0,
206,Zenefits,BUSINESS,4.2,296,14.0,50000.0,Free,0.0,Everyone,['Business'],"June 15, 2018",3.2.1,4.1.0,4.1.0,
207,Google Ads,BUSINESS,4.3,29313,20.0,5000000.0,Free,0.0,Everyone,['Business'],"July 30, 2018",1.12.0,4.0.3,4.0.3,
208,FreshBooks Classic,BUSINESS,4.1,1802,26.0,100000.0,Free,0.0,Everyone,['Business'],"April 18, 2018",1.7.14,4.2.0,4.2.0,
209,Insightly CRM,BUSINESS,3.8,1383,51.0,100000.0,Free,0.0,Everyone,['Business'],"July 12, 2018",3.24.1,5.0.0,5.0.0,
210,QuickBooks Accounting: Invoicing & Expenses,BUSINESS,4.3,23175,41.0,1000000.0,Free,0.0,Everyone,['Business'],"July 13, 2018",18.7.0,4.1.0,4.1.0,
211,HipChat - Chat Built for Teams,BUSINESS,3.8,5868,20.0,500000.0,Free,0.0,Everyone,['Business'],"July 3, 2018",3.19.005,4.1.0,4.1.0,
212,"MailChimp - Email, Marketing Automation",BUSINESS,4.1,5448,12.0,500000.0,Free,0.0,Everyone,['Business'],"July 25, 2018",4.9.1,5.0.0,5.0.0,
213,Crew - Free Messaging and Scheduling,BUSINESS,4.6,4159,48.0,500000.0,Free,0.0,Everyone,['Business'],"July 20, 2018",6.1.2,4.0.3,4.0.3,
214,Asana: organize team projects,BUSINESS,4.3,20815,10.0,1000000.0,Free,0.0,Everyone,['Business'],"July 26, 2018",6.4.4,5.0.0,5.0.0,
215,Google Analytics,BUSINESS,4.5,78662,22.0,1000000.0,Free,0.0,Everyone,['Business'],"February 13, 2018",3.7.5,4.4.0,4.4.0,
216,AdWords Express,BUSINESS,4.1,7149,11.0,1000000.0,Free,0.0,Everyone,['Business'],"July 31, 2018",2.6.158,4.0.0,4.0.0,
217,Accounting App - Zoho Books,BUSINESS,4.5,3079,8.5,100000.0,Free,0.0,Everyone,['Business'],"August 2, 2018",5.20.7,4.1.0,4.1.0,
218,Invoice & Time Tracking - Zoho,BUSINESS,4.6,5800,8.6,100000.0,Free,0.0,Everyone,['Business'],"August 2, 2018",5.20.7,4.1.0,4.1.0,
219,Invoice 2go — Professional Invoices and Estimates,BUSINESS,4.2,16422,28.0,1000000.0,Free,0.0,Everyone,['Business'],"August 1, 2018",10.46.2,4.1.0,4.1.0,
220,Tiny Scanner - PDF Scanner App,BUSINESS,4.7,286897,39.0,10000000.0,Free,0.0,Everyone,['Business'],"May 30, 2017",1.2.6,3.0.0,3.0.0,
221,Fast Scanner : Free PDF Scan,BUSINESS,4.5,103755,14.0,10000000.0,Free,0.0,Everyone,['Business'],"July 11, 2018",3.9.2,4.1.0,4.1.0,
222,Mobile Doc Scanner (MDScan) Lite,BUSINESS,4.2,46505,19.0,1000000.0,Free,0.0,Everyone,['Business'],"August 2, 2018",3.4.49,4.1.0,4.1.0,
223,TurboScan: scan documents and receipts in PDF,BUSINESS,4.7,11442,6.8,100000.0,Paid,4.99,Everyone,['Business'],"March 25, 2018",1.5.2,4.0.0,4.0.0,
224,Tiny Scanner Pro: PDF Doc Scan,BUSINESS,4.8,10295,39.0,100000.0,Paid,4.99,Everyone,['Business'],"April 11, 2017",3.4.6,3.0.0,3.0.0,
225,OfficeSuite : Free Office + PDF Editor,BUSINESS,4.3,1002859,35.0,100000000.0,Free,0.0,Everyone,['Business'],"August 2, 2018",9.7.14188,4.1.0,4.1.0,
226,Verify - Receipts & Expenses,BUSINESS,4.5,413,29.0,10000.0,Free,0.0,Everyone,['Business'],"July 25, 2018",2.0.19,5.0.0,5.0.0,
227,QuickBooks Accounting: Invoicing & Expenses,BUSINESS,4.3,23175,41.0,1000000.0,Free,0.0,Everyone,['Business'],"July 13, 2018",18.7.0,4.1.0,4.1.0,
228,Manga Master - Best manga & comic reader,COMICS,4.6,24005,4.9,500000.0,Free,0.0,Adults only 18+,['Comics'],"July 4, 2018",1.1.7.0,4.1.0,4.1.0,
229,GANMA! - All original stories free of charge for all original comics,COMICS,4.7,57106,27.0,1000000.0,Free,0.0,Teen,['Comics'],"July 23, 2018",2.11.3,4.1.0,4.1.0,
230,Röhrich Werner Soundboard,COMICS,4.7,2249,32.0,500000.0,Free,0.0,Everyone,['Comics'],"November 16, 2017",1.08.0,4.0.3,4.0.3,
231,Unicorn Pokez - Color By Number,COMICS,4.8,516,12.0,50000.0,Free,0.0,Everyone,"['Comics', 'Creativity']","August 3, 2018",1.0.6,4.4.0,4.4.0,
232,MangaToon - Comics updated Daily,COMICS,3.9,834,15.0,50000.0,Free,0.0,Mature 17+,['Comics'],"August 1, 2018",1.0.8,4.1.0,4.1.0,
233,Manga Net – Best Online Manga Reader,COMICS,4.1,1010,11.0,50000.0,Free,0.0,Mature 17+,['Comics'],"July 7, 2018",1.5.0,4.1.0,4.1.0,
234,Manga Rock - Best Manga Reader,COMICS,4.4,238970,28.0,1000000.0,Free,0.0,Teen,['Comics'],"July 9, 2018",3.4.3_,5.0.0,5.0.0,
235,Manga - read Thai translation,COMICS,4.6,302,2.2,10000.0,Free,0.0,Teen,['Comics'],"July 3, 2018",1.0.0,4.0.0,4.0.0,
236,The Vietnam Story - Fun Stories,COMICS,4.5,438,3.4,10000.0,Free,0.0,Everyone,['Comics'],"December 27, 2017",1.0.0,2.3.0,2.3.0,
237,Dragon Ball Wallpaper - Ringtones,COMICS,4.7,73,8.3,10000.0,Free,0.0,Everyone,['Comics'],"July 23, 2018",1.9.0,4.0.3,4.0.3,
238,Funny Jokes Photos,COMICS,4.4,39,4.3,10000.0,Free,0.0,Everyone 10+,['Comics'],"July 3, 2018",1.1.0,4.2.0,4.2.0,
239,Truyện Vui Tý Quậy,COMICS,4.5,144,4.7,10000.0,Free,0.0,Everyone,['Comics'],"July 19, 2018",3.0.0,4.0.3,4.0.3,
240,Comic Es - Shojo manga / love comics free of charge ♪ ♪,COMICS,3.9,2181,10.0,100000.0,Free,0.0,Teen,['Comics'],"March 5, 2018",1.2.12,4.0.3,4.0.3,
241,comico Popular Original Cartoon Updated Everyday Comico,COMICS,3.2,93965,15.0,5000000.0,Free,0.0,Teen,['Comics'],"July 3, 2018",6.3.0,4.0.3,4.0.3,
242,Daily Manga - Comic & Webtoon,COMICS,3.2,1446,7.1,100000.0,Free,0.0,Mature 17+,['Comics'],"May 18, 2018",1.0.0,4.0.3,4.0.3,
243,"漫咖 Comics - Manga,Novel and Stories",COMICS,4.1,12088,21.0,1000000.0,Free,0.0,Mature 17+,['Comics'],"July 6, 2018",2.3.1,4.0.3,4.0.3,
244,Emmanuella Funny Videos 2018,COMICS,4.5,314,6.1,100000.0,Free,0.0,Everyone,['Comics'],"May 23, 2018",3.1.0,4.1.0,4.1.0,
245,Manga Zero - Japanese cartoon and comic reader,COMICS,4.2,15194,15.0,1000000.0,Free,0.0,Teen,['Comics'],"July 19, 2018",4.7.3,4.2.0,4.2.0,
246,Marvel Unlimited,COMICS,3.7,22551,11.0,1000000.0,Free,0.0,Teen,['Comics'],"July 24, 2018",3.16.0,4.4.0,4.4.0,
247,"Tapas – Comics, Novels, and Stories",COMICS,4.5,29839,29.0,1000000.0,Free,0.0,Teen,['Comics'],"July 31, 2018",4.1.0,4.4.0,4.4.0,
248,Children's cartoons (Mithu-Mina-Raju),COMICS,4.6,279,3.3,100000.0,Free,0.0,Everyone,['Comics'],"December 18, 2017",1.6.0,4.0.0,4.0.0,
249,【Ranobbe complete free】 Novelba - Free app that you can read and write novels,COMICS,4.155172413793103,1330,22.0,50000.0,Free,0.0,Everyone,['Comics'],"July 3, 2018",6.1.1,4.2.0,4.2.0,
250,Faustop Sounds,COMICS,4.7,1677,40.0,100000.0,Free,0.0,Everyone,['Comics'],"May 26, 2018",1.7.7,4.1.0,4.1.0,
251,Manga Mania - Best online manga reader,COMICS,4.4,757,10.0,10000.0,Free,0.0,Teen,['Comics'],"May 24, 2018",1.0.0,4.1.0,4.1.0,
252,- Free Comics - Comic Apps,COMICS,3.5,115,9.1,10000.0,Free,0.0,Mature 17+,['Comics'],"July 13, 2018",5.0.12,5.0.0,5.0.0,
253,Manga AZ - Manga Comic Reader,COMICS,3.3,125,4.7,5000.0,Free,0.0,Teen,['Comics'],"July 24, 2018",1.0.4,4.0.3,4.0.3,
254,Buff Thun - Daily Free Webtoon / Comics / Web Fiction / Mini Game,COMICS,4.5,9952,38.0,500000.0,Free,0.0,Everyone 10+,['Comics'],"July 31, 2018",4.3.0,4.1.0,4.1.0,
255,Funny Jokes and Stories 2018,COMICS,4.2,21,6.7,5000.0,Free,0.0,Everyone,['Comics'],"March 31, 2018",1.3.0,4.0.0,4.0.0,
256,Hojiboy Tojiboyev Life Hacks,COMICS,5.0,15,37.0,1000.0,Free,0.0,Everyone,['Comics'],"June 26, 2018",2.0.0,4.0.3,4.0.3,
257,"Best Wallpapers Backgrounds(100,000+ 4K HD)",COMICS,4.7,3596,7.8,10000.0,Free,0.0,Teen,['Comics'],"June 16, 2018",1.01.0,4.0.3,4.0.3,
258,think Comics,COMICS,4.4,1006,19.0,50000.0,Free,0.0,Everyone,['Comics'],"August 3, 2018",2.3.3,4.0.3,4.0.3,
259,Memes Button,COMICS,4.4,5968,5.7,1000000.0,Free,0.0,Everyone,['Comics'],"May 28, 2018",1.4.0,4.0.0,4.0.0,
260,"Laftel - Watching and Announcing Snooping, Streaming",COMICS,4.6,4895,35.0,100000.0,Free,0.0,Everyone,['Comics'],"August 2, 2018",2.4.25,4.4.0,4.4.0,
261,Messenger for SMS,COMMUNICATION,4.3,125257,17.0,10000000.0,Free,0.0,Teen,['Communication'],"June 6, 2018",1.8.9,4.1.0,4.1.0,
262,My Tele2,COMMUNICATION,4.3,158679,8.8,5000000.0,Free,0.0,Everyone,['Communication'],"August 3, 2018",2.4.1,4.4.0,4.4.0,
263,Yahoo Mail – Stay Organized,COMMUNICATION,4.3,4187998,16.0,100000000.0,Free,0.0,Everyone,['Communication'],"July 18, 2018",5.29.3,4.4.0,4.4.0,
264,imo beta free calls and text,COMMUNICATION,4.3,659395,11.0,100000000.0,Free,0.0,Everyone,['Communication'],"June 7, 2018",9.8.000000010492,4.0.0,4.0.0,
265,imo free video calls and chat,COMMUNICATION,4.3,4785892,11.0,500000000.0,Free,0.0,Everyone,['Communication'],"June 8, 2018",9.8.000000010501,4.0.0,4.0.0,
266,Call Free – Free Call,COMMUNICATION,4.3,30209,15.0,5000000.0,Free,0.0,Everyone,['Communication'],"July 28, 2018",1.3.4,4.1.0,4.1.0,
267,Web Browser & Explorer,COMMUNICATION,4.0,36901,6.6,5000000.0,Free,0.0,Everyone,['Communication'],"July 4, 2018",11.8.6,4.0.3 - 7.1.1,4.0.3,7.1.1
268,Browser 4G,COMMUNICATION,4.3,192948,6.6,10000000.0,Free,0.0,Everyone,['Communication'],"June 19, 2018",24.6.6,4.0.3 - 7.1.1,4.0.3,7.1.1
269,Cricket Visual Voicemail,COMMUNICATION,3.9,13698,5.1,10000000.0,Free,0.0,Everyone,['Communication'],"July 2, 2018",3.2.0.100171,4.1.0,4.1.0,
270,TracFone My Account,COMMUNICATION,3.6,20769,18.0,1000000.0,Free,0.0,Everyone,['Communication'],"July 11, 2018",6.0.3,4.1.0,4.1.0,
271,Firefox Focus: The privacy browser,COMMUNICATION,4.4,36880,4.0,1000000.0,Free,0.0,Everyone,['Communication'],"July 6, 2018",5.2.0,5.0.0,5.0.0,
272,TouchPal Keyboard - Fun Emoji & Android Keyboard,COMMUNICATION,4.4,615381,37.0,10000000.0,Free,0.0,Mature 17+,['Communication'],"August 2, 2018",6.7.9.1,4.0.3,4.0.3,
273,Skype Lite - Free Video Call & Chat,COMMUNICATION,4.2,33053,22.0,5000000.0,Free,0.0,Everyone,['Communication'],"July 31, 2018",1.60.0.31354 - ,4.0.3,4.0.3,
274,UC Browser Mini -Tiny Fast Private & Secure,COMMUNICATION,4.4,3648120,3.3,100000000.0,Free,0.0,Teen,['Communication'],"July 18, 2018",11.4.0,4.0.0,4.0.0,
275,WhatsApp Business,COMMUNICATION,4.4,136662,32.0,10000000.0,Free,0.0,Everyone,['Communication'],"July 30, 2018",2.18.116,4.0.3,4.0.3,
276,My magenta,COMMUNICATION,3.9,42370,37.0,1000000.0,Free,0.0,Everyone,['Communication'],"June 25, 2018",7.5.1,5.0.0,5.0.0,
277,Antillean Gold Telegram (original version),COMMUNICATION,4.4,2939,17.0,100000.0,Free,0.0,Everyone,['Communication'],"July 16, 2018",2.1.0,4.1.0,4.1.0,
278,Omlet Chat,COMMUNICATION,3.9,40751,35.0,10000000.0,Free,0.0,Teen,['Communication'],"November 4, 2016",2.2.7600,4.0.3,4.0.3,
279,UC Browser - Fast Download Private & Secure,COMMUNICATION,4.5,17712922,40.0,500000000.0,Free,0.0,Teen,['Communication'],"August 2, 2018",12.8.5.1121,4.0.0,4.0.0,
280,My Vodacom SA,COMMUNICATION,3.7,25021,61.0,5000000.0,Free,0.0,Everyone,['Communication'],"June 26, 2018",9.9.0,4.3.0,4.3.0,
281,Microsoft Edge,COMMUNICATION,4.3,27187,66.0,5000000.0,Free,0.0,Everyone,['Communication'],"July 28, 2018",42.0.0.2059,4.4.0,4.4.0,
282,imo free video calls and chat,COMMUNICATION,4.3,4785988,11.0,500000000.0,Free,0.0,Everyone,['Communication'],"June 8, 2018",9.8.000000010501,4.0.0,4.0.0,
283,Hangouts Dialer - Call Phones,COMMUNICATION,4.0,122498,0.0771484375,10000000.0,Free,0.0,Everyone,['Communication'],"September 2, 2015",0.1.100944346,4.0.3,4.0.3,
284,"Talkatone: Free Texts, Calls & Phone Number",COMMUNICATION,4.1,132014,25.0,10000000.0,Free,0.0,Everyone,['Communication'],"July 18, 2018",6.1.0,4.2.0,4.2.0,
285,Calls & Text by Mo+,COMMUNICATION,4.2,83239,14.0,5000000.0,Free,0.0,Everyone,['Communication'],"April 19, 2018",3.0.4,4.0.0,4.0.0,
286,"GO SMS Pro - Messenger, Free Themes, Emoji",COMMUNICATION,4.4,2876500,24.0,100000000.0,Free,0.0,Everyone,['Communication'],"August 1, 2018",7.73.0,4.0.0,4.0.0,
287,"Messaging+ SMS, MMS Free",COMMUNICATION,4.1,28238,17.0,1000000.0,Free,0.0,Everyone,['Communication'],"August 2, 2018",4.98.0,2.3.0,2.3.0,
288,chomp SMS,COMMUNICATION,4.3,335646,8.3,10000000.0,Free,0.0,Everyone,['Communication'],"July 26, 2018",7.21.0,2.3.0,2.3.0,
289,Text SMS,COMMUNICATION,4.5,349384,8.2,10000000.0,Free,0.0,Everyone,['Communication'],"July 24, 2018",3.47.0,4.0.3,4.0.3,
290,mysms SMS Text Messaging Sync,COMMUNICATION,4.3,37320,8.4,1000000.0,Free,0.0,Everyone,['Communication'],"July 30, 2018",6.5.1,4.0.3,4.0.3,
291,Firefox Focus: The privacy browser,COMMUNICATION,4.4,36893,4.0,1000000.0,Free,0.0,Everyone,['Communication'],"July 6, 2018",5.2.0,5.0.0,5.0.0,
292,2ndLine - Second Phone Number,COMMUNICATION,4.2,15880,32.0,1000000.0,Free,0.0,Everyone,['Communication'],"August 3, 2018",5.65.0,4.0.0,4.0.0,
293,"CM Browser - Ad Blocker , Fast Download , Privacy",COMMUNICATION,4.6,2264916,6.1,50000000.0,Free,0.0,Everyone,['Communication'],"July 31, 2018",5.22.18.0006,4.0.0,4.0.0,
294,Ninesky Browser,COMMUNICATION,4.2,42925,2.8,1000000.0,Free,0.0,Everyone,['Communication'],"August 27, 2017",6.1.0,2.3.0,2.3.0,
295,UC Browser Mini -Tiny Fast Private & Secure,COMMUNICATION,4.4,3648480,3.3,100000000.0,Free,0.0,Teen,['Communication'],"July 18, 2018",11.4.0,4.0.0,4.0.0,
296,UC Browser - Fast Download Private & Secure,COMMUNICATION,4.5,17714850,40.0,500000000.0,Free,0.0,Teen,['Communication'],"August 2, 2018",12.8.5.1121,4.0.0,4.0.0,
297,Ghostery Privacy Browser,COMMUNICATION,4.1,13100,2.2,1000000.0,Free,0.0,Everyone,['Communication'],"March 20, 2018",1.4.1.0,4.0.3,4.0.3,
298,Web Browser for Android,COMMUNICATION,4.1,55098,4.3,1000000.0,Free,0.0,Everyone,['Communication'],"June 20, 2018",2.2.0,4.0.0,4.0.0,
299,DU Browser—Browse fast & fun,COMMUNICATION,4.3,1133501,4.7,10000000.0,Free,0.0,Everyone,['Communication'],"April 1, 2016",6.4.0.4,4.0.0,4.0.0,
300,Lightning Web Browser,COMMUNICATION,4.1,12578,2.3,500000.0,Free,0.0,Everyone,['Communication'],"July 10, 2017",4.5.1,4.0.0,4.0.0,
301,Web Browser,COMMUNICATION,4.2,10965,2.3,500000.0,Free,0.0,Everyone,['Communication'],"February 2, 2015",2.0.0,3.0.0,3.0.0,
302,Contacts+,COMMUNICATION,4.2,190613,11.0,10000000.0,Free,0.0,Everyone,['Communication'],"July 31, 2018",5.85.1,4.0.3,4.0.3,
303,ExDialer - Dialer & Contacts,COMMUNICATION,4.2,125232,2.7,10000000.0,Free,0.0,Everyone,['Communication'],"March 5, 2017",196,2.1.0,2.1.0,
304,Calls & Text by Mo+,COMMUNICATION,4.2,83239,14.0,5000000.0,Free,0.0,Everyone,['Communication'],"April 19, 2018",3.0.4,4.0.0,4.0.0,
